Id,source,title,article,page_rank,timestamp,year,month,has_timestamp,text
2911,Motley,The One-Year $1 Million Challenge,"Take it today.\
<p><a href=""http://feeds.fool.com/~a/usmf/foolwatch?a=FYWyI5""><img src=""http://feeds.fool.com/~a/usmf/foolwatch?i=FYWyI5"" border=""0""></img></a></p><img src=""http://feeds.fool.com/~r/usmf/foolwatch/~4/218299835"" height=""1"" width=""1""/>",5,2008-01-17 19:49:08,2008.0,1.0,1,the one-year $1 million challenge take it today.\
2912,RedNova,XMM-Newton Reveals a Magnetic Surprise,ESA's X-ray observatory XMM-Newton has revealed evidence for a magnetic field in space where astronomers never expected to find one.,3,2007-02-22 19:54:19,2007.0,2.0,1,xmm-newton reveals a magnetic surprise esa's x-ray observatory xmm-newton has revealed evidence for a magnetic field in space where astronomers never expected to find one.
2913,Yahoo,'9/11 Commission Report' Sparks Two TV Miniseries (Reuters),"Reuters - ABC and NBC are planning to turn\
the best-selling ""9/11 Commission Report"" into miniseries\
dramatizing the suicide hijackings that claimed nearly 3,000\
lives and prompted the U.S. global war against terrorism.",5,2004-10-29 04:20:48,2004.0,10.0,1,"'9/11 commission report' sparks two tv miniseries (reuters) reuters - abc and nbc are planning to turn\ the best-selling ""9/11 commission report"" into miniseries\ dramatizing the suicide hijackings that claimed nearly 3,000\ lives and prompted the u.s. global war against terrorism."
2914,Reuters,China says to spend more on remote border regions,"BEIJING (Reuters) - China will spend more on its remote, poor border regions, building roads and new houses, but will also keep up the pressure on separatist groups and their activities, the government said on Friday.",5,2007-06-15 13:17:55,2007.0,6.0,1,"china says to spend more on remote border regions beijing (reuters) - china will spend more on its remote, poor border regions, building roads and new houses, but will also keep up the pressure on separatist groups and their activities, the government said on friday."
2915,Yahoo,"Dutch pull plug on free analog TV \
    (AP)\
","AP - The Netherlands ended transmission of ""free to air"" analog television Monday, becoming the first nation to switch completely to digital signals.",5,2006-12-11 20:36:11,2006.0,12.0,1,"dutch pull plug on free analog tv \ (ap)\ ap - the netherlands ended transmission of ""free to air"" analog television monday, becoming the first nation to switch completely to digital signals."
2916,Bloomberg,Cardinals Win Playoff Series From Dodgers; Braves Force Game 5,A home run by Albert Pujols and another strong pitching performance on the road by Jeff Suppan moved the St. Louis Cardinals into the National League Championship Series.,5,2004-10-11 17:27:20,2004.0,10.0,1,cardinals win playoff series from dodgers; braves force game 5 a home run by albert pujols and another strong pitching performance on the road by jeff suppan moved the st. louis cardinals into the national league championship series.
2917,AZ,Amnesty International urges ban on Taser use,"Taser electric stun guns are being used by police officers to routinely shock people who are mentally disturbed or who simply refuse to obey commands, according to an Amnesty International report released today.",5,,,,0,"amnesty international urges ban on taser use taser electric stun guns are being used by police officers to routinely shock people who are mentally disturbed or who simply refuse to obey commands, according to an amnesty international report released today."
2918,Voice,Italy Apprehends Hundreds of Illegal Migrants,Italian police have apprehended more than 650 illegal immigrants in southern Italy in what is reported to be one of the largest daily influxes of third world migrants.,5,2004-09-13 03:00:53,2004.0,9.0,1,italy apprehends hundreds of illegal migrants italian police have apprehended more than 650 illegal immigrants in southern italy in what is reported to be one of the largest daily influxes of third world migrants.
2919,RedNova,Compact New Intermec CN3 Rugged Mobile Computer Packed With High-Performance Communications Technologies for True Supply Chain Mobility,Intermec Inc. (NYSE:IN):     --  Smalles,4,2006-09-12 21:01:00,2006.0,9.0,1,compact new intermec cn3 rugged mobile computer packed with high-performance communications technologies for true supply chain mobility intermec inc. (nyse:in): -- smalles
2920,News,Italian Journalist Pleads for Life on Video,On <a href='http://www.newsisfree.com/sources/info/3167/'>Foxnews: U.S. & World</a>,5,,,,0,italian journalist pleads for life on video on foxnews: u.s. & world
2921,WJRT,Army investigates GI&#39;s who refused orders,(10/18/04)-- US Army Reservists who refused a convoy mission in Iraq belong to one of the few supply units with unarmored trucks. Brigadier General James Chambers ,5,,,,0,army investigates gi's who refused orders (10/18/04)-- us army reservists who refused a convoy mission in iraq belong to one of the few supply units with unarmored trucks. brigadier general james chambers
2922,Reuters,Tobacco-related diseases to take high toll: study,"GENEVA (Reuters) - Tobacco-related diseases including cancers and heart disease will kill 6.4 million people a year by 2015, 50 percent more than AIDS, a study said on Tuesday.",5,2006-11-28 17:45:12,2006.0,11.0,1,"tobacco-related diseases to take high toll: study geneva (reuters) - tobacco-related diseases including cancers and heart disease will kill 6.4 million people a year by 2015, 50 percent more than aids, a study said on tuesday."
2923,Guardian,Paris finds God and plans life after jail,"In interview from LA prison, Paris Hilton claims remarkable transformation in her character.",5,2007-06-12 03:58:27,2007.0,6.0,1,"paris finds god and plans life after jail in interview from la prison, paris hilton claims remarkable transformation in her character."
2924,Washington,Top Army Commander in Iraq Complained of Poor Supply Situation <b>...</b>,"The top US commander in Iraq complained to the Pentagon last winter that his supply situation was so poor that it threatened Army troops&#39; ability to fight, according to an official document that has surfaced only now.",5,,,,0,"top army commander in iraq complained of poor supply situation ... the top us commander in iraq complained to the pentagon last winter that his supply situation was so poor that it threatened army troops' ability to fight, according to an official document that has surfaced only now."
2925,Boston,"Making Case for Ranking, Florida Upsets Vanderbilt","Walter Hodge scored a career-high 19 points and Florida used a huge first-half run at home Sunday to defeat No. 14 Vanderbilt, 86-64.",5,2008-01-28 04:04:32,2008.0,1.0,1,"making case for ranking, florida upsets vanderbilt walter hodge scored a career-high 19 points and florida used a huge first-half run at home sunday to defeat no. 14 vanderbilt, 86-64."
2926,Yahoo,"Japan's economic growth revised downward \
    (AP)\
","AP - Japan's economy grew at a far weaker pace in the third quarter than previously reported due to downward revisions in consumer spending and capital investment, the government said Friday, raising concerns about the recovery's strength.",5,2006-12-08 09:57:58,2006.0,12.0,1,"japan's economic growth revised downward \ (ap)\ ap - japan's economy grew at a far weaker pace in the third quarter than previously reported due to downward revisions in consumer spending and capital investment, the government said friday, raising concerns about the recovery's strength."
2927,Yahoo,Philippine Metro Pacific: Metrobank Forecloses Loan -2-,"MANILA (Dow Jones)--Metro Pacific Corp. (MPC.PH), a Philippine holding company, Monday said one of its major creditors, Metropolitan Bank &amp; Trust Co.",5,,,,0,"philippine metro pacific: metrobank forecloses loan -2- manila (dow jones)--metro pacific corp. (mpc.ph), a philippine holding company, monday said one of its major creditors, metropolitan bank & trust co."
2928,Yahoo,"Researchers track butterfly populations \
    (AP)\
","AP - The volunteers tote a butterfly net, binoculars and field guides around the Miami Metrozoo grounds, scanning the plants and flowers for fluttering wings. But they aren't searching for a rare species or collecting specimens for display &#151; they're counting butterflies for the Florida Butterfly Monitoring Network, then leaving the insects to continue their zigzagging flights through the humid air.",5,2007-06-16 00:47:14,2007.0,6.0,1,"researchers track butterfly populations \ (ap)\ ap - the volunteers tote a butterfly net, binoculars and field guides around the miami metrozoo grounds, scanning the plants and flowers for fluttering wings. but they aren't searching for a rare species or collecting specimens for display — they're counting butterflies for the florida butterfly monitoring network, then leaving the insects to continue their zigzagging flights through the humid air."
2929,AINA,United Nations to Set Up Trust Fund for Iraq,United Nations -- The UN Security Council November 30 asked Secretary-General Kofi Annan to create a trust fund to accept donations to support a UN protection force in Iraq.,5,2004-12-01 20:26:55,2004.0,12.0,1,united nations to set up trust fund for iraq united nations -- the un security council november 30 asked secretary-general kofi annan to create a trust fund to accept donations to support a un protection force in iraq.
2930,Gwinnett,Little track poses big challenge for championship contenders,"MARTINSVILLE, Va. - Midway through their 10-race playoff, the Nextel Cup contenders are at the shortest and slowest oval on the NASCAR circuit â- place four-time series champion Jeff Gordon insists can ",5,2004-10-23 03:16:22,2004.0,10.0,1,"little track poses big challenge for championship contenders martinsville, va. - midway through their 10-race playoff, the nextel cup contenders are at the shortest and slowest oval on the nascar circuit â- place four-time series champion jeff gordon insists can"
2931,Reuters,Snoop Dogg arrested after TV appearance in L.A.,"LOS ANGELES (Reuters) - Another day, another run-in with the law for Snoop Dogg.",5,2006-11-29 10:13:14,2006.0,11.0,1,"snoop dogg arrested after tv appearance in l.a. los angeles (reuters) - another day, another run-in with the law for snoop dogg."
2932,Ananova,Which? Goes For JJB Sports Over Kit,\N,5,2007-03-14 14:48:59,2007.0,3.0,1,which? goes for jjb sports over kit \n
2933,New,Health Secretary Calls for Medicaid Changes,"Michael O. Leavitt, the secretary of health and human services, called Tuesday for sweeping changes in Medicaid.",5,2005-02-03 15:02:59,2005.0,2.0,1,"health secretary calls for medicaid changes michael o. leavitt, the secretary of health and human services, called tuesday for sweeping changes in medicaid."
2934,Syfy.com,Images: Catherine Zeta-Jones spices it up in No Reservations,\N,5,2007-09-12 09:21:17,2007.0,9.0,1,images: catherine zeta-jones spices it up in no reservations \n
2935,BBC,India concern over Haneef custody,India expresses concern at the continued detention of an Indian doctor in Australia.,5,2007-07-17 12:55:21,2007.0,7.0,1,india concern over haneef custody india expresses concern at the continued detention of an indian doctor in australia.
2936,Yahoo,"Chad's president offers pardon for French aid workers \
    (AFP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/europe/*http://news.yahoo.com/s/afp/20080207/wl_afp/francechadcrimechildren""><img src=""http://d.yimg.com/us.yimg.com/p/afp/20080207/capt.sge.gxa76.070208133806.photo00.photo.default-512x335.jpg?x=130&y=84&q=85&sig=EFPCWk857u7Z.jaaM8suJw--"" align=""left"" height=""84"" width=""130"" alt=""Supporters of the Zoe's Ark charity workers demonstrate outside the Creteil tribunal courthouse in Paris. Chadian President Idriss Deby Itno has said he is willing to pardon six aid workers who were convicted of trying to fly more than 100 children out of the country. The aid workers are serving their jail terms in France.(AFP/File/Franck Fife)"" border=""0"" /></a>AFP - Chadian President Idriss Deby Itno said Thursday he was willing to pardon six French aid workers convicted of trying to fly more than 100 children out of the country, now serving their jail terms in France.</p><br clear=""all""/>",5,2008-02-07 15:30:42,2008.0,2.0,1,"chad's president offers pardon for french aid workers \ (afp)\ afp - chadian president idriss deby itno said thursday he was willing to pardon six french aid workers convicted of trying to fly more than 100 children out of the country, now serving their jail terms in france."
2937,Reuters,Arkansas Judge Ends State Ban on Gay Foster Parents," LITTLE ROCK, Ark. (Reuters) - An Arkansas circuit judge on  Wednesday threw out the state's ban against foster parenthood  by gay couples or by households that include a gay adult.",5,,,,0,"arkansas judge ends state ban on gay foster parents little rock, ark. (reuters) - an arkansas circuit judge on wednesday threw out the state's ban against foster parenthood by gay couples or by households that include a gay adult."
2938,Independent,Europe piles pressure on US as the greenback dips to new low,The Dollar hit fresh lows against the euro and the pound yesterday after European finance ministers launched a direct challenge to the US to tackle its financial deficits.,5,,,,0,europe piles pressure on us as the greenback dips to new low the dollar hit fresh lows against the euro and the pound yesterday after european finance ministers launched a direct challenge to the us to tackle its financial deficits.
2939,Yahoo,"Delay possible for first female space tourist \
    (AFP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/science/*http://news.yahoo.com/s/afp/20060830/sc_afp/russiausspaceshuttle""><img src=""http://d.yimg.com/us.yimg.com/p/afp/20060830/capt.sge.ire10.300806131542.photo00.photo.default-512x389.jpg?x=130&y=98&sig=i.rPAgut6EkCKiDJEszbzA--"" align=""left"" height=""98"" width=""130"" alt=""US entrepreneur Anousheh Ansari (L), the first female space tourist, speaks to reporters as US Astronaut Michael Lopez-Alegria (R) listens during a press conference at a Cosmonaut Training Centre in Star City, outside Moscow. The first trip by a female space tourist, who was due to blast off September 14 on a Russian Soyuz vessel bound for the International Space Station, may be put off by four days, officials have said.(AFP/Alexander Nemenov)"" border=""0"" /></a>AFP - The first trip by a female space tourist, who was due to blast off September 14 on a Russian Soyuz vessel bound for the International Space Station, may be put off by four days, officials have said.</p><br clear=""all""/>",5,2006-08-30 17:31:04,2006.0,8.0,1,"delay possible for first female space tourist \ (afp)\ afp - the first trip by a female space tourist, who was due to blast off september 14 on a russian soyuz vessel bound for the international space station, may be put off by four days, officials have said."
2940,BBC,Music training boosts the brain,"Music lessons can improve memory and learning ability in young children, research shows.",5,2006-09-20 14:18:32,2006.0,9.0,1,"music training boosts the brain music lessons can improve memory and learning ability in young children, research shows."
2941,New,"Architecture: Even if His Own Work Isnât Broken, a Brazilian Architect Fixes It","Today Oscar Niemeyer is held up as one of Brazilâs greatest national treasures, and he seems as spry as ever. ",5,2007-12-26 07:28:55,2007.0,12.0,1,"architecture: even if his own work isnât broken, a brazilian architect fixes it today oscar niemeyer is held up as one of brazilâs greatest national treasures, and he seems as spry as ever."
2942,Reuters,Federer beats Blake to reach semi-finals, NEW YORK (Reuters) - Twice defending champion Roger Federer   faced two pressure-packed tiebreaks before prevailing over   American James Blake in the U.S. Open quarter-finals on   Thursday.,5,2006-09-08 08:53:30,2006.0,9.0,1,federer beats blake to reach semi-finals new york (reuters) - twice defending champion roger federer faced two pressure-packed tiebreaks before prevailing over american james blake in the u.s. open quarter-finals on thursday.
2943,Yahoo,"Green's walkoff homer in 11th lifts Mets \
    (AP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/sports/*http://news.yahoo.com/s/ap/20070626/ap_on_sp_ba_ga_su/bbn_cardinals_mets""><img src=""http://d.yimg.com/us.yimg.com/p/ap/20070626/capt.0e420adf2edb435f8f9a5aa639136834.cardinals_mets_baseball_nysw107.jpg?x=130&y=94&sig=YwAd7HHsDB2SrY6UdIolMw--"" align=""left"" height=""94"" width=""130"" alt=""Member of the New York Mets wait for teammate Shawn Green to cross home plate after he hit the winning home run during the 11th inning of the Major League Baseball game against the St. Louis Cardinals Monday, June 25, 2007 at Shea Stadium in New York. The Mets won 2-1. (AP Photo/Seth Wenig)"" border=""0"" /></a>AP - Shawn Green and the New York Mets were more than glad to see the end of Mike Maroth. Bamboozled by Maroth's slow stuff, Green hit a leadoff home run in the 11th inning against Russ Springer to beat St. Louis 2-1 Monday night in the Cardinals' first visit to Shea Stadium since winning Game 7 of the NL championship series last October.</p><br clear=""all""/>",5,2007-06-26 06:57:34,2007.0,6.0,1,"green's walkoff homer in 11th lifts mets \ (ap)\ ap - shawn green and the new york mets were more than glad to see the end of mike maroth. bamboozled by maroth's slow stuff, green hit a leadoff home run in the 11th inning against russ springer to beat st. louis 2-1 monday night in the cardinals' first visit to shea stadium since winning game 7 of the nl championship series last october."
2944,Washington,Greenspan Calls U.S. Banking System 'Vibrant',"The U.S. banking system, having weathered a recession and the bankruptcies of several big corporations, is in very good shape, Federal Reserve Chairman Alan Greenspan said Tuesday.",5,,,,0,"greenspan calls u.s. banking system 'vibrant' the u.s. banking system, having weathered a recession and the bankruptcies of several big corporations, is in very good shape, federal reserve chairman alan greenspan said tuesday."
2945,CNN,"GE meets 3Q, ups guidance","NEW YORK (CNN/Money) - General Electric posted relatively flat third-quarter earnings Friday on improved revenue, as the diversified conglomerate met Wall Street profit expectations and edged future guidance higher.",5,,,,0,"ge meets 3q, ups guidance new york (cnn/money) - general electric posted relatively flat third-quarter earnings friday on improved revenue, as the diversified conglomerate met wall street profit expectations and edged future guidance higher."
2946,Yahoo,"Jays, Wells close in on &#36;126M extension \
    (AP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/sports/*http://news.yahoo.com/s/ap/20061216/ap_on_sp_ba_ne/bba_blue_jays_wells""><img src=""http://d.yimg.com/us.yimg.com/p/ap/20061215/capt.ny15012151939.jays_wells_baseball_ny150.jpg?x=114&y=130&sig=cjJrQSqI2oHTX4XwkqBbmQ--"" align=""left"" height=""130"" width=""114"" alt=""Toronto Blue Jays' Vernon Wells smiles after scoring against the Seattle Mariners' in the first inning of their major league baseball game oin a Monday, Sept. 11, 2006 photo in Seattle. The Toronto Blue Jays and All-Star center fielder Vernon Wells are on the verge of agreeing to a seven-year contract extension worth more than $120 million. That would make it the sixth-largest contract in baseball history. (AP Photo/Jim Bryant, file)"" border=""0"" /></a>AP - All-Star center fielder Vernon Wells and the Toronto Blue Jays are close to agreement on a $126 million, seven-year contract extension that would be the sixth-largest deal in baseball history.s</p><br clear=""all""/>",5,2006-12-16 01:28:27,2006.0,12.0,1,"jays, wells close in on $126m extension \ (ap)\ ap - all-star center fielder vernon wells and the toronto blue jays are close to agreement on a $126 million, seven-year contract extension that would be the sixth-largest deal in baseball history.s"
2947,Yahoo,"Green tea: Mixed review as health aid \
    (AP)\
","AP - Can drinking green tea really protect against two big killers, strokes and cancer? A huge study in Japan suggests yes and no: It might lower your stroke risk but won't save you from cancer.",5,2006-09-13 00:06:01,2006.0,9.0,1,"green tea: mixed review as health aid \ (ap)\ ap - can drinking green tea really protect against two big killers, strokes and cancer? a huge study in japan suggests yes and no: it might lower your stroke risk but won't save you from cancer."
2948,CNET,Apple should not release a subnotebook,"<p>Featured links from the CNET Blog Network</p>
\

\
<p>
\
<a href=""http://blogs.cnet.com/8301-13506_1-9833106-17.html?tag=bnpr""> Apple should not release a subnotebook</a> -- Rumors have been swirling about an Apple subnotebook.  But as Don Reisinger points out, Apple will not ignore these rumors, it won't release one of these devices.</p>
\

\
<p>
\
<a href=""http://www.cnet.com/8301-13845_1-9832952-58.html?tag=bnpr"">HD DVD for $219, Blu-ray for $270</a> -- It's finally getting affordable to buy a Blu-ray or HD DVD player, but it's still maddening to have to choose one format or another. Is buying both the answer?</p>
\

\
<p>
\
<a href=""http://blogs.cnet.com/8301-13554_1-9833008-33.html?tag=bnpr"">Am I the real John Hodgman?</a> -- You really do need a book for initial setup and configuration of Windows XP.</p>
\

\
<p>
\
<a href=""http://www.cnet.com/8301-13641_1-9833102-44.html?tag=bnpr"">Try cell phones before you buy, online</a> -- A new Web site, TryPhone, lets you try out cell phones online before you buy them in the store.</p>
\
",3,2007-12-13 21:18:12,2007.0,12.0,1,"apple should not release a subnotebook featured links from the cnet blog network \ \ \ apple should not release a subnotebook -- rumors have been swirling about an apple subnotebook. but as don reisinger points out, apple will not ignore these rumors, it won't release one of these devices. \ \ \ hd dvd for $219, blu-ray for $270 -- it's finally getting affordable to buy a blu-ray or hd dvd player, but it's still maddening to have to choose one format or another. is buying both the answer? \ \ \ am i the real john hodgman? -- you really do need a book for initial setup and configuration of windows xp. \ \ \ try cell phones before you buy, online -- a new web site, tryphone, lets you try out cell phones online before you buy them in the store. \"
2949,Time,Katrina Hospital Deaths Not Murders,"The coroner examining the post-Katrina deaths of four critically ill hospital patients said he cannot declare the deaths homicides<img src=""http://feeds.feedburner.com/~r/time/nation/~4/84926074""/>",5,2007-02-01 17:22:09,2007.0,2.0,1,katrina hospital deaths not murders the coroner examining the post-katrina deaths of four critically ill hospital patients said he cannot declare the deaths homicides
2950,Yahoo,Cardinals' Smith Leaves Game With Injury (AP),AP - Emmitt Smith was knocked out of Sunday's game against the New York Jets with a toe injury on his left foot.,5,,,,0,cardinals' smith leaves game with injury (ap) ap - emmitt smith was knocked out of sunday's game against the new york jets with a toe injury on his left foot.
2951,Motley,Google Has No Answer ... and That's OK,"If a company isn't failing at some things, it probably isn't innovating.",5,2006-11-30 01:04:18,2006.0,11.0,1,"google has no answer ... and that's ok if a company isn't failing at some things, it probably isn't innovating."
2952,Time,Che Lives!,The 1960s communist's famous likeness is a hot item for modern-day capitalists,5,2004-08-19 04:20:49,2004.0,8.0,1,che lives! the 1960s communist's famous likeness is a hot item for modern-day capitalists
2953,Yahoo,"Human Fossils Dated to 195,000 Years (AP)","AP - A new analysis of bones unearthed nearly 40 years ago in Ethiopia has pushed the fossil record of modern humans back to nearly 200,000 years ago &#151; perhaps close to the dawn of the species.",5,,,,0,"human fossils dated to 195,000 years (ap) ap - a new analysis of bones unearthed nearly 40 years ago in ethiopia has pushed the fossil record of modern humans back to nearly 200,000 years ago — perhaps close to the dawn of the species."
2954,BBC,Supply worries push oil to record,Oil prices continue their record-breaking run as fresh threats of sabotage in Iraq boost concerns that demand may outstrip supply.,5,,,,0,supply worries push oil to record oil prices continue their record-breaking run as fresh threats of sabotage in iraq boost concerns that demand may outstrip supply.
2955,Reuters,Equity Office says Blackstone raises bid,"NEW YORK (Reuters) - Equity Office Properties Trust  said on Tuesday that the Blackstone Group  raised the price of its takeover bid to $55.50 per share, after rival bidder Vornado Realty Trust  sweetened its own offer.",5,2007-02-06 14:15:13,2007.0,2.0,1,"equity office says blackstone raises bid new york (reuters) - equity office properties trust said on tuesday that the blackstone group raised the price of its takeover bid to $55.50 per share, after rival bidder vornado realty trust sweetened its own offer."
2956,Reuters,Flyers' Primeau retires, NEW YORK (Reuters) - Philadelphia Flyers center Keith   Primeau announced on Thursday that he is retiring after 15 NHL   seasons because of lingering effects from a concussion he   suffered last year.,5,2006-09-15 07:50:08,2006.0,9.0,1,flyers' primeau retires new york (reuters) - philadelphia flyers center keith primeau announced on thursday that he is retiring after 15 nhl seasons because of lingering effects from a concussion he suffered last year.
2957,CNET,A second company promises a 100 mile per gallon engine,EcoMotors says it can hit 100 miles per gallon by 2011. So do some others. ,3,2008-01-12 08:27:47,2008.0,1.0,1,a second company promises a 100 mile per gallon engine ecomotors says it can hit 100 miles per gallon by 2011. so do some others.
2958,Yahoo,"Court rules Sampson, 3 British men can sue men they say tortured them (Canadian Press)",Canadian Press - LONDON (CP) - Canadian Bill Sampson and three British men won a legal battle Thursday that allows them to sue the men they say tortured them into giving false confessions to a series of bombings in Saudi Arabia.,5,,,,0,"court rules sampson, 3 british men can sue men they say tortured them (canadian press) canadian press - london (cp) - canadian bill sampson and three british men won a legal battle thursday that allows them to sue the men they say tortured them into giving false confessions to a series of bombings in saudi arabia."
2959,People's,&quot;&#39;Chang&#39;e&quot; flying to the moon is just round the corner: Viewpoint,"&quot;&#39;Chang&#39;e&quot;&#39;, is one of the most talked about names among the Chinese, this is not only because it is the name of a beautiful angel in ancient Chinese legend, who is living in the moon, but more importantly, it has become a code name of the moon- probing ",5,2004-11-27 00:23:47,2004.0,11.0,1,"""'chang'e"" flying to the moon is just round the corner: viewpoint ""'chang'e""', is one of the most talked about names among the chinese, this is not only because it is the name of a beautiful angel in ancient chinese legend, who is living in the moon, but more importantly, it has become a code name of the moon- probing"
2960,Washington, Safety Chief Defends Record on Toys ," ""Oh, gosh. You know, I'm tempted to answer that question rather fliply.""<br clear=""all""><a href=""http://ad.doubleclick.net/jump/wpni.rss/business;pos=ad9;tile=9;ad=rss;sz=479x40;ord=29114552589"" target=""_blank""><img src=""http://ad.doubleclick.net/ad/wpni.rss/business;pos=ad9;tile=9;ad=rss;sz=479x40;ord=29114552589"" border=""0"" vspace=""5""></a> ",5,2008-01-10 07:10:17,2008.0,1.0,1,"safety chief defends record on toys ""oh, gosh. you know, i'm tempted to answer that question rather fliply."""
2961,BBC,School X-ray checks 'possibility',"Airport-style machines would be used in  schools if it was the only way to tackle knife-carrying, says the education secretary.",5,,,,0,"school x-ray checks 'possibility' airport-style machines would be used in schools if it was the only way to tackle knife-carrying, says the education secretary."
2962,Xinhua,Voeller named coach of AS Roma,"Former Germany coach Rudi Voeller took charge of Italian club AS Roma on Tuesday following the resignation of Cesare Prandelli. Voeller flew into Rome, signed a one-season contract ",5,,,,0,"voeller named coach of as roma former germany coach rudi voeller took charge of italian club as roma on tuesday following the resignation of cesare prandelli. voeller flew into rome, signed a one-season contract"
2963,MLB.com,Best-case scenario: Big Hurt back for Spring Training,"Even as part of a charity event in support of cancer research, White Sox left fielder Carlos Lee couldn&#39;t escape the burning questions surrounding the future of his team on a beautiful Wednesday afternoon.",5,,,,0,"best-case scenario: big hurt back for spring training even as part of a charity event in support of cancer research, white sox left fielder carlos lee couldn't escape the burning questions surrounding the future of his team on a beautiful wednesday afternoon."
2964,Yahoo,"Pakistan militants agree to ceasefire, up to 60 dead \
    (AFP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/world/*http://news.yahoo.com/s/afp/20071029/wl_asia_afp/pakistanunrest""><img src=""http://d.yimg.com/us.yimg.com/p/afp/20071029/capt.sge.orq29.291007112339.photo00.photo.default-512x339.jpg?x=130&y=86&sig=X4yTl4dlWEmsTB_dSC2E2w--"" align=""left"" height=""86"" width=""130"" alt=""Pakistani men carry an injured Frontier Constable to hospital after the heavy fighting between militants and troops in Mingora, a town of Swat valley in North West Frontier Province, 28 October 2007. Pro-Taliban militants battling Pakistani troops in a northwestern tourist region have agreed to a ceasefire after three days of fighting that left up to 60 rebels dead, officials said.(AFP/Chand Khan)"" border=""0"" /></a>AFP - Pro-Taliban militants battling Pakistani troops in a northwestern tourist region agreed to a ceasefire Monday after three days of fighting that left up to 60 rebels dead, officials said.</p><br clear=""all""/>",5,2007-10-29 14:13:26,2007.0,10.0,1,"pakistan militants agree to ceasefire, up to 60 dead \ (afp)\ afp - pro-taliban militants battling pakistani troops in a northwestern tourist region agreed to a ceasefire monday after three days of fighting that left up to 60 rebels dead, officials said."
2965,Independent,US tycoon Glazer tables bid for Manchester United,"Manchester United ended months of speculation yesterday by announcing that it had received a takeover approach from the American sports billionaire Malcolm Glazer, who ",5,,,,0,"us tycoon glazer tables bid for manchester united manchester united ended months of speculation yesterday by announcing that it had received a takeover approach from the american sports billionaire malcolm glazer, who"
2966,Yahoo,Mavericks' Nowitzki Sidelined with Ankle Injury (Reuters),"Reuters - Dallas Mavericks All-Star forward\
Dirk Nowitzki is expected to be sidelined 7-to-10 days after an\
MRI exam Monday revealed a mild left ankle sprain.",5,,,,0,mavericks' nowitzki sidelined with ankle injury (reuters) reuters - dallas mavericks all-star forward\ dirk nowitzki is expected to be sidelined 7-to-10 days after an\ mri exam monday revealed a mild left ankle sprain.
2967,Yahoo,"Dollar Up Vs Euro, But More Weakness Seen (Reuters)","Reuters - The dollar rose against the euro on\
Wednesday, backing further off a record low hit the previous\
day as currencies shuffled in ranges ahead of the year-end. \
Ongoing concerns about the huge U.S. deficits has led many in\
the market to conclude the dollar could test new lows in thin\
trade before the end of the calendar year.",5,2004-12-29 03:35:57,2004.0,12.0,1,"dollar up vs euro, but more weakness seen (reuters) reuters - the dollar rose against the euro on\ wednesday, backing further off a record low hit the previous\ day as currencies shuffled in ranges ahead of the year-end. \ ongoing concerns about the huge u.s. deficits has led many in\ the market to conclude the dollar could test new lows in thin\ trade before the end of the calendar year."
2968,Yahoo,"'Evan' shows might with &#36;32.1 million \
    (AP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/entertainment/*http://news.yahoo.com/s/ap/20070624/ap_en_mo/box_office""><img src=""http://d.yimg.com/us.yimg.com/p/ap/20070621/capt.67fafcd7072245e19c04b7cb37462c53.film_evan_almighty_nyrd111.jpg?x=130&y=86&sig=AiL1AbD2wBOzIgj_assLcA--"" align=""left"" height=""86"" width=""130"" alt=""Wanda Sykes, right, who portrays a congressional aide in the movie 'Evan Almighty, ' cracks up the cast of the NBC 'Today' television program during her interview in New York's Rockefeller Center, Thursday June 21, 2007. From left are 'Today' show principals Natalie Morales, Al Roker, and co-hosts Meredith Vieira and Matt Lauer. (AP Photo/Richard Drew)"" border=""0"" /></a>AP - Steve Carell proved not nearly as all-powerful as Jim Carrey.</p><br clear=""all""/>",5,2007-06-24 22:47:30,2007.0,6.0,1,'evan' shows might with $32.1 million \ (ap)\ ap - steve carell proved not nearly as all-powerful as jim carrey.
2969,BBC,New China media curbs condemned,Press freedom groups voice dismay at moves by China to increase restrictions on foreign news agencies.,5,2006-09-12 10:02:49,2006.0,9.0,1,new china media curbs condemned press freedom groups voice dismay at moves by china to increase restrictions on foreign news agencies.
